entry_time,exit_time,signal,entry_price,exit_price,pnl_pips,confidence
2025-11-10 14:45:00,2025-11-11 00:00:00,SELL,154.079,154.179,-10,0.46881232981409815
2025-11-10 16:15:00,2025-11-11 01:00:00,BUY,153.933,154.333,40,0.6673668638331983
2025-11-10 21:15:00,2025-11-10 22:00:00,BUY,154.084,153.984,-10,0.40131122670871
2025-11-10 22:00:00,2025-11-11 01:15:00,BUY,154.06,154.46,40,0.4002118611959466
2025-11-10 22:15:00,2025-11-11 01:15:00,BUY,154.064,154.464,40,0.672746313089366
2025-11-10 22:30:00,2025-11-11 01:15:00,BUY,154.07,154.47,40,0.4230802381135089
2025-11-10 22:45:00,2025-11-11 01:15:00,BUY,154.047,154.447,40,0.4155951883045815
2025-11-10 23:15:00,2025-11-11 13:15:00,BUY,154.096,153.996,-10,0.4062979058066574
2025-11-11 01:15:00,2025-11-11 13:15:00,SELL,154.418,154.018,40,0.4933583782734037
2025-11-11 05:45:00,2025-11-11 13:15:00,BUY,154.125,154.025,-10,0.674480910232691
2025-11-11 09:15:00,2025-11-11 13:15:00,SELL,154.332,153.932,40,0.5439982010371915
2025-11-11 12:00:00,2025-11-11 13:15:00,SELL,154.189,153.789,40,0.5016495686528162
2025-11-11 13:45:00,2025-11-12 00:15:00,BUY,153.773,154.173,40,0.7379989482197032
2025-11-11 22:45:00,2025-11-12 04:15:00,BUY,154.051,154.451,40,0.6699041744055263
2025-11-12 00:00:00,2025-11-12 04:15:00,BUY,154.062,154.46200000000002,40,0.4017479066479466
2025-11-12 03:15:00,2025-11-12 04:30:00,BUY,154.272,154.672,40,0.6748435716756674
2025-11-12 07:15:00,2025-11-12 13:30:00,BUY,154.546,154.946,40,0.6681560046941215
2025-11-12 12:15:00,2025-11-12 17:00:00,BUY,154.739,154.639,-10,0.5507477804143875
2025-11-12 14:15:00,2025-11-12 17:00:00,SELL,155.002,154.602,40,0.7603765169840248
2025-11-12 17:00:00,2025-11-13 00:45:00,BUY,154.543,154.943,40,0.5905120166160379
2025-11-12 19:30:00,2025-11-13 08:45:00,BUY,154.644,154.544,-10,0.5351857836395
2025-11-12 21:15:00,2025-11-13 00:45:00,SELL,154.813,154.91299999999998,-10,0.44674656027995374
2025-11-12 22:00:00,2025-11-13 01:15:00,BUY,154.597,154.997,40,0.6413916810103231
2025-11-13 01:15:00,2025-11-13 06:30:00,SELL,154.903,155.003,-10,0.5304388709768356
2025-11-13 03:00:00,2025-11-13 08:45:00,BUY,154.661,154.561,-10,0.668092875117608
2025-11-13 06:30:00,2025-11-13 08:45:00,SELL,154.933,154.533,40,0.5346332925155709
2025-11-13 09:15:00,2025-11-13 15:30:00,BUY,154.365,154.26500000000001,-10,0.6668691664487149
2025-11-13 11:45:00,2025-11-13 15:30:00,SELL,154.736,154.33599999999998,40,0.5616232631197355
2025-11-13 13:45:00,2025-11-13 15:30:00,SELL,154.644,154.244,40,0.5370530861425048
2025-11-13 17:45:00,2025-11-14 00:00:00,BUY,154.316,154.716,40,0.5914851719681113
2025-11-13 22:30:00,2025-11-14 03:00:00,BUY,154.511,154.411,-10,0.6185027986820535
2025-11-14 00:00:00,2025-11-14 03:30:00,SELL,154.724,154.32399999999998,40,0.5624907467202701
2025-11-14 05:15:00,2025-11-14 12:15:00,BUY,154.467,154.36700000000002,-10,0.6073189937384946
2025-11-14 08:30:00,2025-11-14 12:15:00,BUY,154.505,154.405,-10,0.6830923059953814
2025-11-14 10:30:00,2025-11-14 12:15:00,SELL,154.686,154.286,40,0.5564597912868895
2025-11-14 13:30:00,2025-11-14 14:00:00,BUY,153.755,154.155,40,0.7416525692345921
2025-11-14 17:15:00,2025-11-17 03:00:00,SELL,154.68,154.78,-10,0.4725991144450586
2025-11-17 00:15:00,2025-11-17 14:30:00,BUY,154.53,154.93,40,0.6221522087174666
2025-11-17 03:00:00,2025-11-17 11:00:00,SELL,154.745,154.845,-10,0.5074381560544011
2025-11-17 05:30:00,2025-11-17 14:45:00,BUY,154.616,155.01600000000002,40,0.6553138450870891
2025-11-17 09:30:00,2025-11-17 15:00:00,BUY,154.712,155.112,40,0.6704937567198782
2025-11-17 12:30:00,2025-11-17 15:00:00,BUY,154.778,155.178,40,0.6080939035224018
2025-11-17 15:45:00,2025-11-18 00:00:00,SELL,155.193,155.293,-10,0.5316339683857368
2025-11-17 20:45:00,2025-11-18 00:00:00,SELL,155.217,155.317,-10,0.4016837660702794
2025-11-17 21:00:00,2025-11-18 00:00:00,SELL,155.23,155.32999999999998,-10,0.4028789984514573
2025-11-17 21:15:00,2025-11-18 00:00:00,SELL,155.228,155.328,-10,0.40438743638286745
2025-11-17 21:30:00,2025-11-18 00:00:00,SELL,155.226,155.326,-10,0.4025628354944388
2025-11-17 21:45:00,2025-11-18 00:00:00,SELL,155.238,155.338,-10,0.4026506387344908
2025-11-17 22:00:00,2025-11-18 03:00:00,BUY,155.221,155.121,-10,0.589637338435039
2025-11-18 00:00:00,2025-11-18 01:15:00,SELL,155.243,155.343,-10,0.5074435266825393
2025-11-18 00:30:00,2025-11-18 04:00:00,BUY,155.196,155.096,-10,0.4082335538762411
2025-11-18 04:30:00,2025-11-18 10:45:00,BUY,154.959,155.359,40,0.4390980483733292
