equity
0
40
80
120
160
200
240
230
270
260
250
240
230
220
210
200
240
280
320
310
300
290
280
270
260
250
240
230
270
310
350
390
430
420
410
450
490
530
570
560
550
540
580
620
660
700
740
780
820
860
900
940
980
1020
1060
1100
1140
1180
1220
1260
1300
1340
1380
1420
1460
1500
1540
1580
1620
1660
1700
1740
1780
1820
1860
1900
1940
1930
1920
1910
1900
1890
1880
1920
1960
2000
2040
2080
2120
2160
2200
2240
2280
2320
2360
2400
2440
2480
2520
2560
2600
2640
2680
2720
2710
2750
2790
2780
2770
2760
2750
2790
2780
2820
2860
2900
2940
2980
3020
3060
3100
3140
3180
3220
3260
3300
3340
3380
3420
3410
3400
3440
3480
3520
3560
3600
3640
3680
3720
3760
3800
3840
3830
3870
3910
3900
3940
3980
4020
4060
4100
4140
4180
4220
4260
4300
4290
4280
4270
4260
4250
4240
4280
4320
4360
4400
4440
4480
4520
4560
4550
4540
4530
4520
4510
4500
4540
4580
4620
4610
4600
4590
4580
4620
4610
4600
4590
4580
4620
4660
4700
4740
4730
4720
4710
4700
4690
4680
4720
4710
4700
4690
4730
4770
4810
4800
4840
4830
4870
4860
4850
4840
4880
4870
4910
4900
4940
4980
5020
5060
5100
5140
5180
5220
5260
5300
5340
5380
5370
5360
5350
5340
5330
5320
5310
5300
5290
5280
5270
5260
5250
5290
5330
5320
5360
5400
5390
5380
5420
5410
5400
5390
5430
5420
5460
5450
5440
5430
5420
5410
5400
5440
5430
5470
5460
5450
5490
5480
5470
5460
5450
5440
5430
5420
5410
5400
5390
5380
5370
5360
5350
5340
5330
5320
5310
5300
5290
5280
5270
5260
5250
5240
5230
5270
5310
5350
5340
5330
5320
5310
5300
5290
5280
5270
5260
5250
5240
5230
5220
5210
5250
5240
5230
5220
5210
5200
5190
5180
5170
5160
5150
5140
5130
5120
5110
5150
5190
5230
5270
5310
5350
5390
5430
5470
5510
5550
5540
5530
5520
5510
5500
5490
5480
5470
5460
5450
5440
5430
5420
5410
5450
5490
5480
5470
5460
5450
5440
5430
5420
