timestamp,open,high,low,close,volume
2025-07-26 05:00:00,3750.23,3751.52,3735.33,3741.0,893
2025-07-26 05:15:00,3740.98,3752.52,3740.16,3752.34,1075
2025-07-26 05:30:00,3752.33,3758.93,3748.94,3752.08,861
2025-07-26 05:45:00,3752.08,3754.04,3747.44,3749.94,735
2025-07-26 06:00:00,3749.94,3752.62,3742.79,3746.89,1008
2025-07-26 06:15:00,3746.89,3749.8,3733.24,3740.67,1099
2025-07-26 06:30:00,3740.67,3746.91,3736.87,3743.08,964
2025-07-26 06:45:00,3743.08,3744.22,3737.13,3742.01,687
2025-07-26 07:00:00,3742.01,3749.13,3739.84,3747.95,850
2025-07-26 07:15:00,3747.95,3750.92,3743.37,3744.91,866
2025-07-26 07:30:00,3744.91,3748.58,3742.24,3746.75,1157
2025-07-26 07:45:00,3746.75,3749.02,3743.07,3744.12,570
2025-07-26 08:00:00,3744.12,3748.35,3744.12,3746.37,480
2025-07-26 08:15:00,3746.37,3766.68,3745.99,3763.75,1499
2025-07-26 08:30:00,3763.75,3768.64,3757.16,3758.64,1012
2025-07-26 08:45:00,3758.64,3782.45,3756.72,3764.22,1797
2025-07-26 09:00:00,3764.22,3767.62,3750.01,3760.19,1079
2025-07-26 09:15:00,3760.19,3764.88,3753.99,3754.27,1306
2025-07-26 09:30:00,3754.27,3757.77,3751.13,3755.87,1049
2025-07-26 09:45:00,3755.86,3761.16,3753.42,3759.88,697
2025-07-26 10:00:00,3759.88,3765.57,3753.86,3759.8,870
2025-07-26 10:15:00,3759.8,3768.78,3759.8,3765.1,1132
2025-07-26 10:30:00,3765.1,3785.09,3762.84,3781.01,2280
2025-07-26 10:45:00,3781.01,3781.58,3759.11,3761.35,1416
2025-07-26 11:00:00,3761.35,3769.82,3757.07,3768.87,1181
2025-07-26 11:15:00,3768.88,3771.68,3745.45,3750.75,1621
2025-07-26 11:30:00,3750.75,3751.07,3730.96,3744.21,1830
2025-07-26 11:45:00,3744.22,3747.14,3735.88,3742.08,1305
2025-07-26 12:00:00,3742.08,3744.47,3729.19,3739.19,1511
2025-07-26 12:15:00,3739.19,3752.16,3739.19,3744.81,1538
2025-07-26 12:30:00,3744.81,3748.34,3741.49,3747.96,795
2025-07-26 12:45:00,3747.96,3754.76,3743.41,3744.72,1284
2025-07-26 13:00:00,3744.72,3754.04,3738.29,3752.47,1501
2025-07-26 13:15:00,3752.47,3752.59,3744.1,3747.65,1163
2025-07-26 13:30:00,3747.65,3755.65,3744.55,3755.53,1599
2025-07-26 13:45:00,3755.53,3756.67,3744.06,3746.2,739
2025-07-26 14:00:00,3746.2,3751.2,3739.74,3742.69,1577
2025-07-26 14:15:00,3742.69,3748.41,3726.56,3732.35,1525
2025-07-26 14:30:00,3732.39,3738.09,3729.3,3737.22,1597
2025-07-26 14:45:00,3737.23,3741.4,3729.69,3730.32,1404
2025-07-26 15:00:00,3730.32,3739.28,3723.66,3725.93,1789
2025-07-26 15:15:00,3725.94,3730.2,3718.03,3727.86,1786
2025-07-26 15:30:00,3727.86,3734.33,3725.01,3732.59,1322
2025-07-26 15:45:00,3732.59,3742.88,3732.2,3738.37,1460
2025-07-26 16:00:00,3738.37,3744.54,3721.62,3727.52,1603
2025-07-26 16:15:00,3727.51,3737.49,3727.39,3733.11,1377
2025-07-26 16:30:00,3733.11,3738.45,3727.54,3731.53,1518
2025-07-26 16:45:00,3731.53,3734.37,3725.73,3730.75,1084
2025-07-26 17:00:00,3730.75,3731.48,3724.43,3729.6,1106
2025-07-26 17:15:00,3729.6,3737.88,3727.78,3733.52,1178
2025-07-26 17:30:00,3733.52,3734.31,3724.2,3727.49,634
2025-07-26 17:45:00,3727.49,3729.8,3724.87,3726.54,638
2025-07-26 18:00:00,3726.54,3732.01,3724.53,3729.54,922
2025-07-26 18:15:00,3729.54,3736.07,3709.49,3733.59,1452
2025-07-26 18:30:00,3733.59,3758.66,3733.59,3745.9,1411
2025-07-26 18:45:00,3745.62,3750.04,3741.21,3742.38,972
2025-07-26 19:00:00,3742.38,3750.66,3741.94,3746.64,719
2025-07-26 19:15:00,3746.64,3752.98,3743.23,3745.68,902
2025-07-26 19:30:00,3745.68,3748.44,3742.07,3747.01,658
2025-07-26 19:45:00,3747.01,3758.73,3746.14,3751.99,1174
2025-07-26 20:00:00,3751.99,3753.31,3742.71,3743.02,713
2025-07-26 20:15:00,3743.02,3745.39,3738.1,3738.65,893
2025-07-26 20:30:00,3738.65,3751.19,3735.42,3747.74,905
2025-07-26 20:45:00,3747.74,3751.03,3743.69,3746.6,991
2025-07-26 21:00:00,3746.6,3746.6,3739.44,3739.9,472
2025-07-26 21:15:00,3739.9,3746.77,3739.24,3745.21,575
2025-07-26 21:30:00,3745.21,3752.91,3745.11,3748.57,377
2025-07-26 21:45:00,3748.57,3765.53,3748.18,3759.69,946
2025-07-26 22:00:00,3759.69,3767.77,3750.48,3759.37,1297
2025-07-26 22:15:00,3759.37,3796.47,3748.04,3748.17,1941
2025-07-26 22:30:00,3748.17,3758.77,3743.06,3752.78,1578
2025-07-26 22:45:00,3752.78,3758.21,3749.18,3751.9,969
2025-07-26 23:00:00,3751.88,3757.61,3747.19,3748.3,902
2025-07-26 23:15:00,3748.31,3753.31,3741.97,3746.6,1079
2025-07-26 23:30:00,3746.6,3747.53,3738.22,3744.55,767
2025-07-26 23:45:00,3744.55,3744.55,3739.8,3743.89,680
2025-07-27 00:00:00,3743.89,3745.33,3732.28,3738.48,974
2025-07-27 00:15:00,3738.48,3746.59,3734.35,3743.31,1115
2025-07-27 00:30:00,3743.31,3754.92,3741.32,3747.34,1135
2025-07-27 00:45:00,3747.34,3759.34,3742.73,3759.22,1160
2025-07-27 01:00:00,3759.21,3771.43,3752.64,3770.02,1320
2025-07-27 01:15:00,3770.02,3775.7,3765.16,3767.52,1491
2025-07-27 01:30:00,3767.52,3771.6,3762.06,3765.98,1301
2025-07-27 01:45:00,3765.98,3766.34,3754.91,3757.97,1011
2025-07-27 02:00:00,3758.02,3768.73,3753.14,3767.68,998
2025-07-27 02:15:00,3767.68,3772.61,3761.84,3763.74,1313
2025-07-27 02:30:00,3763.74,3774.01,3763.74,3771.65,942
2025-07-27 02:45:00,3771.65,3789.71,3766.56,3786.22,1544
2025-07-27 03:00:00,3786.22,3787.81,3775.03,3777.03,1142
2025-07-27 03:15:00,3777.03,3782.96,3771.96,3778.7,973
2025-07-27 03:30:00,3778.71,3782.74,3774.05,3780.31,990
2025-07-27 03:45:00,3780.31,3782.08,3773.18,3776.47,833
2025-07-27 04:00:00,3776.47,3780.65,3770.19,3772.39,1071
2025-07-27 04:15:00,3772.39,3779.59,3771.18,3775.88,1004
2025-07-27 04:30:00,3775.88,3789.98,3775.34,3787.12,999
2025-07-27 04:45:00,3787.12,3794.05,3783.0,3792.51,1088
2025-07-27 05:00:00,3792.51,3797.46,3787.56,3794.3,1341
2025-07-27 05:15:00,3794.3,3813.4,3791.25,3801.48,2013
2025-07-27 05:30:00,3801.48,3802.62,3787.77,3789.28,1329
2025-07-27 05:45:00,3789.29,3794.31,3785.27,3792.75,882
2025-07-27 06:00:00,3792.75,3792.75,3774.91,3780.28,1020
2025-07-27 06:15:00,3780.28,3784.2,3776.05,3777.92,893
2025-07-27 06:30:00,3777.92,3780.42,3774.47,3780.22,651
2025-07-27 06:45:00,3780.22,3781.35,3765.41,3774.14,1022
2025-07-27 07:00:00,3774.11,3780.0,3769.01,3777.19,1434
2025-07-27 07:15:00,3777.19,3784.51,3775.68,3778.17,1413
2025-07-27 07:30:00,3778.17,3778.57,3771.87,3776.41,879
2025-07-27 07:45:00,3776.41,3777.24,3763.76,3769.8,1025
2025-07-27 08:00:00,3769.8,3775.04,3767.25,3771.23,1169
2025-07-27 08:15:00,3771.23,3777.52,3767.96,3770.03,896
2025-07-27 08:30:00,3770.03,3773.48,3765.63,3772.91,1018
2025-07-27 08:45:00,3772.89,3775.84,3770.32,3772.02,922
2025-07-27 09:00:00,3772.02,3775.23,3767.78,3771.04,974
2025-07-27 09:15:00,3770.97,3773.39,3768.42,3769.2,1008
2025-07-27 09:30:00,3769.2,3773.3,3764.9,3768.06,824
2025-07-27 09:45:00,3768.06,3768.18,3751.57,3764.97,1400
2025-07-27 10:00:00,3764.97,3779.74,3764.67,3778.61,1266
2025-07-27 10:15:00,3778.61,3794.74,3778.61,3786.67,1378
2025-07-27 10:30:00,3786.72,3825.82,3784.14,3822.17,1874
2025-07-27 10:45:00,3822.17,3842.45,3812.88,3817.82,3231
2025-07-27 11:00:00,3817.82,3828.19,3809.5,3825.82,1887
2025-07-27 11:15:00,3825.82,3836.54,3822.14,3825.69,1963
2025-07-27 11:30:00,3825.69,3833.12,3811.61,3815.7,1601
2025-07-27 11:45:00,3815.7,3819.62,3805.31,3816.18,1561
2025-07-27 12:00:00,3816.2,3835.06,3816.04,3834.69,1843
2025-07-27 12:15:00,3834.69,3838.0,3813.38,3815.76,1508
2025-07-27 12:30:00,3815.76,3820.15,3806.49,3813.48,1574
2025-07-27 12:45:00,3813.48,3830.95,3813.28,3827.16,1636
2025-07-27 13:00:00,3827.16,3832.01,3820.09,3822.75,1626
2025-07-27 13:15:00,3822.75,3822.9,3814.6,3820.93,1067
2025-07-27 13:30:00,3820.93,3821.43,3811.71,3813.89,1109
2025-07-27 13:45:00,3813.89,3815.7,3807.63,3811.67,1214
2025-07-27 14:00:00,3811.67,3819.06,3806.52,3813.37,1714
2025-07-27 14:15:00,3813.49,3824.35,3808.23,3813.49,1927
2025-07-27 14:30:00,3813.52,3819.61,3806.37,3806.85,2030
2025-07-27 14:45:00,3806.85,3814.35,3793.41,3810.59,2283
2025-07-27 15:00:00,3810.59,3813.99,3797.24,3800.06,2243
2025-07-27 15:15:00,3800.06,3812.24,3795.02,3806.9,2154
2025-07-27 15:30:00,3806.9,3818.87,3805.2,3816.57,1738
2025-07-27 15:45:00,3816.56,3822.89,3813.55,3819.55,1544
2025-07-27 16:00:00,3819.55,3831.98,3819.55,3830.1,2855
2025-07-27 16:15:00,3830.1,3840.0,3825.1,3837.2,2275
2025-07-27 16:30:00,3837.2,3851.4,3834.27,3835.08,2767
2025-07-27 16:45:00,3834.92,3842.97,3810.83,3816.22,2929
2025-07-27 17:00:00,3816.22,3825.57,3809.3,3817.41,2821
2025-07-27 17:15:00,3817.41,3827.6,3810.37,3824.65,2112
2025-07-27 17:30:00,3824.64,3830.26,3816.25,3827.61,2060
2025-07-27 17:45:00,3828.18,3842.55,3826.31,3838.69,1666
2025-07-27 18:00:00,3838.69,3850.32,3833.37,3846.75,1808
2025-07-27 18:15:00,3846.75,3868.7,3840.52,3860.83,2915
2025-07-27 18:30:00,3860.83,3866.55,3851.03,3855.53,2042
2025-07-27 18:45:00,3855.53,3855.53,3845.03,3846.71,1946
2025-07-27 19:00:00,3846.72,3853.01,3840.63,3848.19,1375
2025-07-27 19:15:00,3848.18,3848.18,3836.09,3838.7,1050
2025-07-27 19:30:00,3838.7,3844.77,3831.33,3834.73,1229
2025-07-27 19:45:00,3834.73,3839.35,3827.12,3829.74,1040
2025-07-27 20:00:00,3829.74,3844.74,3828.97,3838.64,1184
2025-07-27 20:15:00,3838.64,3842.65,3831.09,3836.29,1135
2025-07-27 20:30:00,3836.29,3836.3,3825.44,3827.03,1298
2025-07-27 20:45:00,3827.03,3832.22,3821.78,3824.82,1127
2025-07-27 21:00:00,3824.82,3832.16,3822.77,3824.23,1089
2025-07-27 21:15:00,3824.23,3829.91,3819.99,3829.91,859
2025-07-27 21:30:00,3829.91,3834.05,3817.5,3823.02,1011
2025-07-27 21:45:00,3823.02,3842.14,3822.83,3838.0,977
2025-07-27 22:00:00,3838.0,3857.8,3837.43,3856.47,2353
2025-07-27 22:15:00,3856.47,3861.18,3843.21,3856.12,1832
