timestamp,open,high,low,close,volume
2025-08-04 15:00:00,0.86981,0.87054,0.86976,0.87036,511
2025-08-04 15:15:00,0.87036,0.87082,0.87022,0.87081,364
2025-08-04 15:30:00,0.87081,0.8709,0.87044,0.87065,371
2025-08-04 15:45:00,0.87067,0.87081,0.8704,0.87046,315
2025-08-04 16:00:00,0.87046,0.87062,0.87029,0.87034,263
2025-08-04 16:15:00,0.87033,0.8704,0.87018,0.87037,217
2025-08-04 16:30:00,0.87037,0.87068,0.87033,0.87061,207
2025-08-04 16:45:00,0.87061,0.87098,0.87054,0.87098,191
2025-08-04 17:00:00,0.87098,0.87104,0.87075,0.87103,192
2025-08-04 17:15:00,0.87103,0.87116,0.87098,0.87103,165
2025-08-04 17:30:00,0.87103,0.8711,0.87092,0.87099,141
2025-08-04 17:45:00,0.87099,0.8713,0.87094,0.87128,181
2025-08-04 18:00:00,0.87128,0.87141,0.87121,0.87141,143
2025-08-04 18:15:00,0.87141,0.87141,0.8712,0.87134,153
2025-08-04 18:30:00,0.87134,0.87134,0.87124,0.87128,166
2025-08-04 18:45:00,0.87128,0.87131,0.87104,0.8711,180
2025-08-04 19:00:00,0.87111,0.87127,0.87111,0.87121,153
2025-08-04 19:15:00,0.87121,0.8713,0.87118,0.87124,112
2025-08-04 19:30:00,0.87124,0.87129,0.87112,0.8712,114
2025-08-04 19:45:00,0.8712,0.87127,0.87109,0.87125,197
2025-08-04 20:00:00,0.87123,0.87126,0.87108,0.87115,132
2025-08-04 20:15:00,0.87115,0.8712,0.87108,0.87118,101
2025-08-04 20:30:00,0.87117,0.87119,0.87101,0.87102,82
2025-08-04 20:45:00,0.87103,0.87108,0.87093,0.871,141
2025-08-04 21:00:00,0.87098,0.87105,0.87063,0.87083,204
2025-08-04 21:15:00,0.87084,0.87088,0.87067,0.87081,237
2025-08-04 21:30:00,0.87079,0.87082,0.87062,0.87065,255
2025-08-04 21:45:00,0.87067,0.87073,0.8705,0.87067,148
2025-08-04 22:00:00,0.87072,0.87099,0.87064,0.87079,151
2025-08-04 22:15:00,0.8708,0.87097,0.87079,0.87096,79
2025-08-04 22:30:00,0.87097,0.8711,0.87091,0.87095,83
2025-08-04 22:45:00,0.87095,0.87099,0.87086,0.87091,65
2025-08-04 23:00:00,0.87104,0.87116,0.87095,0.87108,109
2025-08-04 23:15:00,0.87108,0.87109,0.871,0.87109,64
2025-08-04 23:30:00,0.8711,0.87112,0.87097,0.87106,65
2025-08-04 23:45:00,0.87105,0.87111,0.87103,0.87104,78
2025-08-05 00:00:00,0.87104,0.87119,0.871,0.87119,133
2025-08-05 00:15:00,0.87119,0.87123,0.87101,0.87103,127
2025-08-05 00:30:00,0.87103,0.87104,0.87081,0.87081,143
2025-08-05 00:45:00,0.87081,0.87084,0.87008,0.87009,236
2025-08-05 01:00:00,0.87011,0.8702,0.86974,0.86985,195
2025-08-05 01:15:00,0.86986,0.87028,0.86986,0.87026,195
2025-08-05 01:30:00,0.87027,0.87029,0.87014,0.87017,148
2025-08-05 01:45:00,0.87017,0.87027,0.87009,0.87009,196
2025-08-05 02:00:00,0.87008,0.87021,0.86997,0.87012,156
2025-08-05 02:15:00,0.87012,0.87015,0.86999,0.87007,150
2025-08-05 02:30:00,0.87007,0.87019,0.87003,0.87009,149
2025-08-05 02:45:00,0.87009,0.87022,0.87008,0.87016,140
2025-08-05 03:00:00,0.87016,0.87022,0.87008,0.87017,151
2025-08-05 03:15:00,0.87017,0.87025,0.87012,0.87025,158
2025-08-05 03:30:00,0.87025,0.8703,0.87016,0.87028,106
2025-08-05 03:45:00,0.87027,0.87033,0.87024,0.87026,96
2025-08-05 04:00:00,0.87025,0.8703,0.87019,0.87025,91
2025-08-05 04:15:00,0.87025,0.87027,0.87015,0.87022,87
2025-08-05 04:30:00,0.87023,0.8703,0.87006,0.87014,108
2025-08-05 04:45:00,0.87014,0.87015,0.86989,0.86991,94
2025-08-05 05:00:00,0.86991,0.87014,0.86984,0.87011,109
2025-08-05 05:15:00,0.87011,0.87013,0.87002,0.87002,106
2025-08-05 05:30:00,0.87002,0.87004,0.86971,0.86981,198
2025-08-05 05:45:00,0.86981,0.8699,0.86973,0.86987,163
