entry_time,exit_time,signal,entry_price,exit_price,pnl_pips,confidence
2025-12-05 16:00:00,2025-12-05 16:15:00,SELL,89391.83,89391.43000000001,40,0.441644
2025-12-05 22:00:00,2025-12-05 22:15:00,BUY,88979.15,88979.54999999999,40,0.5509208
2025-12-06 01:15:00,2025-12-06 01:30:00,SELL,89442.24,89441.84000000001,40,0.44387192
2025-12-06 02:30:00,2025-12-06 02:45:00,BUY,89243.44,89243.84,40,0.5075033
2025-12-06 05:00:00,2025-12-06 05:15:00,SELL,89706.47,89706.07,40,0.44894195
2025-12-06 18:15:00,2025-12-06 18:30:00,SELL,89770.3,89769.90000000001,40,0.57961315
2025-12-07 00:45:00,2025-12-07 01:00:00,BUY,89401.49,89401.89,40,0.43197188
2025-12-07 02:00:00,2025-12-07 02:15:00,BUY,89379.71,89380.11,40,0.60427195
2025-12-07 08:30:00,2025-12-07 08:45:00,SELL,89478.99,89478.59000000001,40,0.45395407
2025-12-07 12:30:00,2025-12-07 12:45:00,BUY,89326.83,89327.23,40,0.4484923
2025-12-08 04:45:00,2025-12-08 05:00:00,SELL,91288.48,91288.08,40,0.53416854
2025-12-08 07:30:00,2025-12-08 07:45:00,SELL,91666.51,91666.11,40,0.5525777
2025-12-08 09:15:00,2025-12-08 09:30:00,SELL,91978.31,91977.91,40,0.40357703
2025-12-08 09:30:00,2025-12-08 09:45:00,SELL,92002.4,92002.0,40,0.5097263
2025-12-08 10:00:00,2025-12-08 10:15:00,SELL,92027.82,92027.42000000001,40,0.41820315
2025-12-09 10:30:00,2025-12-09 10:45:00,BUY,90091.46,90091.86,40,0.45793456
2025-12-09 12:00:00,2025-12-09 12:15:00,BUY,90347.98,90348.37999999999,40,0.5512266
2025-12-09 23:30:00,2025-12-09 23:45:00,SELL,92959.96,92959.56000000001,40,0.4799945
2025-12-11 21:00:00,2025-12-11 21:15:00,BUY,92468.05,92468.45,40,0.47711283
2025-12-12 10:00:00,2025-12-12 10:15:00,SELL,92573.93,92573.53,40,0.74428046
2025-12-12 10:45:00,2025-12-12 11:00:00,SELL,92504.16,92503.76000000001,40,0.5739117
2025-12-12 12:45:00,2025-12-12 13:00:00,SELL,92440.98,92440.58,40,0.5563823
2025-12-12 21:15:00,2025-12-12 21:30:00,BUY,90188.98,90189.37999999999,40,0.50140727
2025-12-13 03:00:00,2025-12-13 03:15:00,BUY,90288.56,90288.95999999999,40,0.4006099
2025-12-13 06:00:00,2025-12-13 06:15:00,SELL,90323.17,90322.77,40,0.69067544
2025-12-13 07:00:00,2025-12-13 07:15:00,BUY,90337.41,90337.81,40,0.40194356
2025-12-13 08:00:00,2025-12-13 08:15:00,BUY,90353.88,90354.28,40,0.405574
2025-12-14 18:45:00,2025-12-14 19:00:00,SELL,89001.86,89001.46,40,0.5062466
2025-12-19 01:45:00,2025-12-19 02:00:00,BUY,85265.78,85266.18,40,0.41149238
2025-12-19 10:00:00,2025-12-19 10:15:00,SELL,88126.07,88125.67000000001,40,0.4037285
2025-12-19 16:30:00,2025-12-19 16:45:00,SELL,88449.19,88448.79000000001,40,0.41817924
2025-12-20 07:00:00,2025-12-20 07:15:00,SELL,88249.55,88249.15000000001,40,0.4525958
2025-12-20 07:15:00,2025-12-20 07:30:00,SELL,88194.4,88194.0,40,0.45818588
2025-12-20 21:00:00,2025-12-20 21:15:00,BUY,88265.09,88265.48999999999,40,0.40177706
2025-12-23 21:15:00,2025-12-23 21:30:00,SELL,87756.49,87756.09000000001,40,0.46150127
2025-12-26 00:30:00,2025-12-26 00:45:00,BUY,86915.07,86915.47,40,0.40496743
2025-12-26 07:15:00,2025-12-26 07:30:00,SELL,89342.74,89342.34000000001,40,0.51028454
2025-12-26 10:00:00,2025-12-26 10:15:00,SELL,88811.85,88811.45000000001,40,0.41506404
2026-01-02 05:00:00,2026-01-02 05:15:00,SELL,88558.28,88557.88,40,0.4490396
