entry_time,exit_time,signal,entry_price,exit_price,pnl_pips,confidence
2025-11-19 16:00:00,2025-11-19 21:15:00,BUY,180.648,181.048,40,0.8083967
2025-11-19 16:15:00,2025-11-19 21:30:00,BUY,180.726,181.126,40,0.44247442
2025-11-19 16:30:00,2025-11-19 21:30:00,BUY,180.692,181.092,40,0.55186015
2025-11-19 16:45:00,2025-11-19 21:30:00,BUY,180.746,181.14600000000002,40,0.5815481
2025-11-19 17:00:00,2025-11-19 21:30:00,BUY,180.766,181.166,40,0.66728085
2025-11-19 17:15:00,2025-11-19 21:30:00,BUY,180.764,181.16400000000002,40,0.60197175
2025-11-19 17:30:00,2025-11-19 21:30:00,BUY,180.82,181.22,40,0.6728336
2025-11-19 17:45:00,2025-11-19 21:30:00,BUY,180.776,181.17600000000002,40,0.61932784
2025-11-19 18:00:00,2025-11-19 19:00:00,BUY,180.829,180.729,-10,0.56632036
2025-11-19 18:15:00,2025-11-19 18:45:00,BUY,180.844,180.744,-10,0.55875444
2025-11-19 18:30:00,2025-11-19 18:45:00,BUY,180.849,180.749,-10,0.48754752
2025-11-19 18:45:00,2025-11-19 21:30:00,BUY,180.783,181.183,40,0.65988845
2025-11-19 19:00:00,2025-11-19 21:30:00,BUY,180.772,181.172,40,0.9260568
2025-11-19 19:15:00,2025-11-19 21:30:00,BUY,180.785,181.185,40,0.6633096
2025-11-19 19:30:00,2025-11-19 21:30:00,BUY,180.864,181.264,40,0.64368486
2025-11-19 19:45:00,2025-11-19 21:45:00,BUY,180.894,181.294,40,0.6545379
2025-11-19 20:00:00,2025-11-19 21:45:00,BUY,180.926,181.326,40,0.65390426
2025-11-19 20:15:00,2025-11-20 01:45:00,BUY,180.953,181.353,40,0.60040694
2025-11-19 20:30:00,2025-11-20 01:45:00,BUY,180.952,181.352,40,0.57455224
2025-11-19 20:45:00,2025-11-19 21:45:00,BUY,180.905,181.305,40,0.60092384
2025-11-19 21:00:00,2025-11-20 01:45:00,BUY,180.958,181.358,40,0.5849581
2025-11-19 21:15:00,2025-11-20 05:00:00,BUY,181.03,181.43,40,0.5512807
2025-11-20 00:00:00,2025-11-20 01:45:00,BUY,180.996,181.39600000000002,40,0.7540478
2025-11-20 01:00:00,2025-11-20 06:00:00,BUY,181.138,181.538,40,0.425855
2025-11-20 03:30:00,2025-11-20 06:15:00,BUY,181.185,181.585,40,0.5880359
2025-11-20 04:00:00,2025-11-20 06:15:00,BUY,181.185,181.585,40,0.6125206
2025-11-20 04:15:00,2025-11-20 06:45:00,BUY,181.222,181.622,40,0.61762345
2025-11-20 04:30:00,2025-11-20 06:45:00,BUY,181.258,181.65800000000002,40,0.49700397
2025-11-20 06:45:00,2025-11-20 07:45:00,SELL,181.703,181.303,40,0.79038334
2025-11-20 07:15:00,2025-11-20 08:00:00,SELL,181.548,181.148,40,0.41460383
2025-11-20 08:00:00,2025-11-20 08:30:00,BUY,181.123,181.023,-10,0.40725672
2025-11-20 08:30:00,2025-11-20 12:00:00,BUY,181.061,181.461,40,0.6697046
2025-11-20 08:45:00,2025-11-20 12:00:00,BUY,181.059,181.459,40,0.91704965
2025-11-20 09:00:00,2025-11-20 12:15:00,BUY,181.128,181.528,40,0.665662
2025-11-20 09:15:00,2025-11-20 09:45:00,BUY,181.165,181.065,-10,0.5091765
2025-11-20 09:30:00,2025-11-20 12:15:00,BUY,181.118,181.518,40,0.59726167
2025-11-20 09:45:00,2025-11-20 13:30:00,BUY,181.188,181.588,40,0.53103524
2025-11-20 10:00:00,2025-11-20 13:30:00,BUY,181.237,181.637,40,0.52597547
2025-11-20 10:15:00,2025-11-20 13:45:00,BUY,181.331,181.731,40,0.6106339
2025-11-20 10:30:00,2025-11-20 13:45:00,BUY,181.363,181.763,40,0.5324886
2025-11-20 10:45:00,2025-11-20 11:15:00,BUY,181.423,181.323,-10,0.4214283
2025-11-20 11:00:00,2025-11-20 13:45:00,BUY,181.369,181.769,40,0.47633165
2025-11-20 11:45:00,2025-11-20 13:45:00,BUY,181.361,181.761,40,0.45962447
2025-11-20 14:15:00,2025-11-20 16:15:00,SELL,181.943,181.543,40,0.46504262
2025-11-20 14:30:00,2025-11-20 16:15:00,SELL,181.924,181.524,40,0.88656294
2025-11-20 15:00:00,2025-11-20 16:15:00,SELL,181.94,181.54,40,0.7334021
2025-11-20 15:15:00,2025-11-20 16:15:00,SELL,181.938,181.53799999999998,40,0.6036086
2025-11-20 15:30:00,2025-11-20 16:15:00,SELL,181.943,181.543,40,0.65312237
2025-11-20 15:45:00,2025-11-20 23:00:00,SELL,181.768,181.368,40,0.45810083
2025-11-20 16:30:00,2025-11-20 23:30:00,SELL,181.736,181.33599999999998,40,0.5783724
2025-11-20 18:00:00,2025-11-20 23:00:00,SELL,181.796,181.396,40,0.7436109
2025-11-20 18:15:00,2025-11-20 23:30:00,SELL,181.731,181.331,40,0.88319314
2025-11-20 18:30:00,2025-11-20 20:00:00,SELL,181.679,181.779,-10,0.48930508
2025-11-20 19:00:00,2025-11-20 23:00:00,SELL,181.746,181.346,40,0.77473855
2025-11-20 19:15:00,2025-11-20 23:30:00,SELL,181.741,181.341,40,0.81224203
2025-11-20 19:30:00,2025-11-20 23:30:00,SELL,181.733,181.333,40,0.81215423
2025-11-20 19:45:00,2025-11-20 23:00:00,SELL,181.765,181.36499999999998,40,0.8767178
2025-11-20 20:00:00,2025-11-20 23:30:00,SELL,181.721,181.321,40,0.776553
2025-11-20 20:15:00,2025-11-20 23:00:00,SELL,181.747,181.347,40,0.7675556
2025-11-20 20:30:00,2025-11-20 23:30:00,SELL,181.727,181.327,40,0.6916685
2025-11-20 20:45:00,2025-11-21 07:30:00,SELL,181.615,181.215,40,0.64778936
2025-11-20 21:00:00,2025-11-21 07:30:00,SELL,181.581,181.18099999999998,40,0.52310437
2025-11-20 21:15:00,2025-11-21 07:30:00,SELL,181.59,181.19,40,0.49702954
2025-11-20 23:45:00,2025-11-21 00:00:00,SELL,181.527,181.62699999999998,-10,0.4939181
2025-11-21 00:15:00,2025-11-21 07:30:00,SELL,181.587,181.18699999999998,40,0.6862937
2025-11-21 01:15:00,2025-11-21 07:30:00,SELL,181.598,181.198,40,0.7663461
2025-11-21 01:30:00,2025-11-21 01:45:00,SELL,181.533,181.63299999999998,-10,0.63428175
2025-11-21 01:45:00,2025-11-21 07:30:00,SELL,181.621,181.221,40,0.8162589
2025-11-21 02:00:00,2025-11-21 07:30:00,SELL,181.619,181.219,40,0.86199725
2025-11-21 02:15:00,2025-11-21 07:30:00,SELL,181.556,181.156,40,0.8122234
2025-11-21 02:30:00,2025-11-21 07:30:00,SELL,181.592,181.192,40,0.860465
2025-11-21 02:45:00,2025-11-21 07:30:00,SELL,181.519,181.119,40,0.8141139
2025-11-21 03:00:00,2025-11-21 07:30:00,SELL,181.565,181.165,40,0.8063933
2025-11-21 03:15:00,2025-11-21 07:30:00,SELL,181.561,181.161,40,0.8469372
2025-11-21 03:30:00,2025-11-21 07:30:00,SELL,181.549,181.149,40,0.82696074
2025-11-21 03:45:00,2025-11-21 07:30:00,SELL,181.468,181.06799999999998,40,0.76993287
2025-11-21 04:15:00,2025-11-21 07:30:00,SELL,181.402,181.00199999999998,40,0.6491102
2025-11-21 04:30:00,2025-11-21 07:30:00,SELL,181.408,181.00799999999998,40,0.76562417
2025-11-21 04:45:00,2025-11-21 07:30:00,SELL,181.467,181.067,40,0.7641758
2025-11-21 05:00:00,2025-11-21 07:30:00,SELL,181.441,181.041,40,0.81356394
2025-11-21 05:15:00,2025-11-21 07:30:00,SELL,181.442,181.042,40,0.81653446
2025-11-21 05:30:00,2025-11-21 07:30:00,SELL,181.381,180.981,40,0.8002795
2025-11-21 05:45:00,2025-11-21 07:45:00,SELL,181.364,180.964,40,0.80588186
2025-11-21 06:00:00,2025-11-21 06:15:00,SELL,181.299,181.399,-10,0.44231436
2025-11-21 06:15:00,2025-11-21 07:30:00,SELL,181.389,180.989,40,0.85142124
2025-11-21 06:30:00,2025-11-21 07:45:00,SELL,181.379,180.97899999999998,40,0.8545317
2025-11-21 06:45:00,2025-11-21 07:30:00,SELL,181.399,180.999,40,0.83831054
2025-11-21 07:00:00,2025-11-21 07:30:00,SELL,181.385,180.98499999999999,40,0.80553603
2025-11-21 07:15:00,2025-11-21 07:45:00,SELL,181.27,180.87,40,0.74615663
