feature,importance
fvg_direction,0.1274856335623668
hour_cos,0.07457161697341418
has_fvg,0.04662572686191021
hour_sin,0.045551939489152385
is_bullish,0.04302899948729557
dow_sin,0.036485134693514304
return_1,0.035739322310518525
atr,0.030233683425662617
dow_cos,0.02691571442853541
volatility_20,0.026007934294821882
return_3,0.025278476123390906
return_5,0.02381976061000299
institutional_candles_recent,0.021327613969721337
lower_wick_ratio,0.021149547120208632
volatility_10,0.0191093841140734
sma_50,0.01621914097773342
bb_width,0.014640412433772365
body_ratio,0.014109646844234998
bb_position,0.014033802043972796
sma_200,0.013806906290747932
macd_hist,0.013256102257441688
bb_upper,0.01311057639238432
volatility_50,0.012888897145588168
stoch_k,0.012374545532308986
sweep_magnitude,0.012288329565371415
bb_lower,0.012042245325716884
return_10,0.011640795676761476
dist_to_swing_high,0.011619173206404302
return_50,0.011236938465172484
atr_ratio,0.011104511141192245
price_position_20,0.010948404159689234
upper_wick_ratio,0.010596001322031284
bullish_sweeps_recent,0.010077335914254444
return_20,0.009866370030006245
dist_vs_prev_high,0.009681046966535468
dist_to_swing_low,0.009583698250562633
price_position_100,0.009562579905960343
bearish_sweeps_recent,0.00946987922841733
rsi_14,0.008964441575899144
dist_to_internal_high,0.008927113027291681
dist_to_internal_low,0.008901511397480515
stoch_d,0.00830469351912248
price_position_50,0.007737374398398898
macd,0.007720108924791561
internal_trend,0.007555301045422927
macd_signal,0.007469960365134091
liquidity_sweep,0.005778596560648076
sma_cross,0.005055533542561935
internal_choch,0.004400769636173461
internal_bos,0.0039632666693271475
above_sma200,0.003899377544915707
bullish_confluence,0.0037026269873220506
bos_momentum,0.003369671125440783
bearish_confluence,0.0032898574451037483
choch_count,0.0031566959521705435
above_previous_high,0.0028598802228010822
rsi_overbought,0.002457321433999581
in_premium,0.002415408854986944
in_equilibrium,0.0017070823753494659
mm_accumulation,0.0017012781684045799
institutional_activity,0.0010999135939502688
premium_rejection,0.0010896543964193592
rsi_oversold,0.0010648482554498039
has_eql,0.0008747223118071796
institutional_candle,0.0008442460278544079
internal_ob,0.0008416803946703356
mm_phase,0.0008237556122393561
bearish_fvg_trend,0.0004564295438349571
swing_trend,0.000354195954855125
has_breaker,0.0002966583069198565
below_previous_low,0.0002600385937487276
swing_choch,0.0002323020812482438
sweep_reversal_setup,0.00022997008064047379
swing_bos,0.00022955589252631335
structure_aligned,0.00014667983669426014
in_discount,9.204294406033595e-05
breaker_block,8.516880377391374e-05
has_eqh,5.797635680079099e-05
discount_acceptance,5.402135491662688e-05
has_mitigation,4.044234399348993e-05
new_york_active,0.0
sydney_active,0.0
swing_ob,0.0
london_active,0.0
tokyo_active,0.0
asian_kill_zone_active,0.0
new_york_kill_zone_active,0.0
london_close_kill_zone_active,0.0
london_open_kill_zone_active,0.0
inducement_zone,0.0
in_inducement,0.0
dist_to_inducement,0.0
amd_pattern,0.0
deepest_retracement_pct,0.0
current_retracement_pct,0.0
retracement_direction,0.0
high_strength_ob,0.0
ob_volume_weight,0.0
ob_strength,0.0
mm_distribution,0.0
mitigation_block,0.0
mm_manipulation,0.0
bullish_mitigation_trend,0.0
choch_with_ob,0.0
bearish_mitigation_trend,0.0
bearish_trend_premium,0.0
bos_with_ob,0.0
bullish_fvg_trend,0.0
bullish_trend_discount,0.0
