swing_trend,internal_trend,structure_aligned,swing_bos,swing_choch,internal_bos,internal_choch,bos_momentum,choch_count,swing_ob,internal_ob,dist_to_swing_high,dist_to_swing_low,dist_to_internal_high,dist_to_internal_low,in_premium,in_discount,in_equilibrium,return_1,return_3,return_5,return_10,return_20,return_50,volatility_10,volatility_20,volatility_50,atr,atr_ratio,price_position_20,price_position_50,price_position_100,body_ratio,upper_wick_ratio,lower_wick_ratio,is_bullish,hour,day_of_week,hour_sin,hour_cos,dow_sin,dow_cos,has_fvg,fvg_direction,has_eqh,has_eql,open,high,low,close,timestamp,rsi_14,rsi_overbought,rsi_oversold,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_position,bb_width,stoch_k,stoch_d,sma_50,sma_200,above_sma200,sma_cross,label,entry_price,exit_price,bars_held
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1.1056268494097503,0.0,0,0,0,4.856820919307836e-05,-0.0001068334563536,-0.0006697598571179,0.0002331704378746,0.0,0.0,0.0004475383398518,0.0,0.0,0.0723571428571442,0.0,0.0,0.0,0.0,0.1034482756837267,0.2413793099286141,0.6551724126635212,1,1,0,0.2588190451025207,0.9659258262890684,0.0,1.0,0,0,0,0,102.947,102.967,102.909,102.953,2025-12-08 01:15:00,42.86087184146392,0,0,-0.0022911054050211,0.0035189283463309,-0.0058100337513521,0.0,0.0,0.0,0.0,35.74468083585477,0.0,0.0,0.0,0,0,1,102.953,103.35300000000001,53
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1.6360153234765888,0.0,0,0,0,-0.0004079531436674,-0.0005050357895554,-0.0012131682130517,-0.0008640776699029,0.0,0.0,0.0003977858522777,0.0,0.0,0.0745714285714293,0.0,0.0,0.0,0.0,0.5675675668006207,0.4189189183527111,0.0135135134953168,0,1,0,0.2588190451025207,0.9659258262890684,0.0,1.0,0,0,0,0,102.953,102.984,102.91,102.911,2025-12-08 01:30:00,36.185334730233365,0,0,-0.0078838044587001,0.0012383817853247,-0.0091221862440248,0.0,0.0,0.0,0.0,17.872340417927386,0.0,0.0,0.0,0,0,1,102.911,103.311,51
0,-1,0,0,0,1,0,0.0,0.0,0,0,0.0,0.0,1.7534246551322628,-0.7123287661473784,0,0,0,-5.8302805336696295e-05,-0.0004176865990596,-0.0005730158113514,-0.0012326267567357,0.0,0.0,0.0003732182418843,0.0,0.0,0.0730000000000014,0.0,0.0,0.0,0.0,0.084745762568154,0.8474576256822629,0.0677966100546677,0,1,0,0.2588190451025207,0.9659258262890684,0.0,1.0,0,0,0,0,102.91,102.96,102.901,102.905,2025-12-08 01:45:00,35.33857367822898,0,0,-0.0126543372847152,-0.0015401620286832,-0.0111141752560319,0.0,0.0,0.0,0.0,15.319148929652044,22.978723394478067,0.0,0.0,0,0,1,102.905,103.305,50
0,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,1.0330097073338615,0.0,0,0,0,0.0005053204411835,3.885268034919953e-05,-5.827336033337183e-05,-0.0012707589632159,0.0,0.0,0.0003657560400675,0.0,0.0,0.0735714285714296,0.0,0.0,0.0,0.0,0.8333333320705636,0.12121212102861,0.0454545453856749,1,2,0,0.4999999999999999,0.8660254037844387,0.0,1.0,0,0,0,0,102.902,102.965,102.899,102.957,2025-12-08 02:00:00,46.92950197429446,0,0,-0.0120995771081027,-0.0036520450445671,-0.0084475320635355,0.0,0.0,0.0,0.0,37.44680849470096,23.54609928076013,0.0,0.0,0,0,1,102.957,103.357,50
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.5720122565876025,0.5148110309287812,0,0,0,0.0003496605378945,0.0007968050062674,0.000437113882737,-0.0002814932732815,0.0,0.0,0.0003448002049331,0.0,0.0,0.0699285714285723,0.0,0.0,0.0,0.0,0.6491228058785657,0.3508771923670483,0.0,1,2,0,0.4999999999999999,0.8660254037844387,0.0,1.0,0,0,0,0,102.956,103.013,102.956,102.993,2025-12-08 02:15:00,53.18601548398067,0,0,-0.0086552541537088,-0.0046526868663954,-0.0040025672873133,0.0,0.0,0.0,0.0,45.853658514215226,32.87320531285607,0.0,0.0,0,0,0,102.993,102.993,0
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.8337078638570188,0.3617977522400197,0,0,0,-0.0001262221704386,0.0007288275593995,0.0002622555923577,-0.0004076799130282,0.0,0.0,0.0003459656265978,0.0,0.0,0.0635714285714306,0.0,0.0,0.0,0.0,0.4705882339096904,0.3823529400519891,0.1470588230971439,0,2,0,0.4999999999999999,0.8660254037844387,0.0,1.0,0,0,0,0,102.996,103.009,102.975,102.98,2025-12-08 02:30:00,50.85452133802469,0,0,-0.0068951121905058,-0.0051011719312175,-0.0017939402592883,0.0,0.0,0.0,0.0,39.5121951026788,40.93755403719833,0.0,0.0,0,0,0,102.98,102.98,0
0,1,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,-0.1204301073455196,1.2645161271287049,0,0,0,0.0005923480287433,0.0008158745884203,0.0012632274489607,4.852672852195816e-05,0.0,0.0,0.0003980479000459,0.0,0.0,0.0664285714285729,0.0,0.7319148933055573,0.0,0.0,0.6966292127004005,0.0,0.303370786176004,1,2,0,0.4999999999999999,0.8660254037844387,0.0,1.0,0,0,0,0,102.979,103.041,102.952,103.041,2025-12-08 02:45:00,59.766864825063,0,0,-0.0005714099436744,-0.0041952195337089,0.0036238095900345,103.07637512535436,102.88612487464565,0.8140600324887878,0.001847426116004,69.268292649136,51.54471542201001,0.0,0.0,0,0,0,103.041,103.041,0
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.4901531721156767,0.6739606116593004,0,0,0,-0.0003881949903435,7.767518180856747e-05,0.0009328992760313,0.0003593488986441,0.0001844982618321,0.0,0.0003457148773906,0.0003999394684051,0.0,0.0652857142857154,0.0,0.5617021274205749,0.0,0.0,0.6153846144377689,0.1538461536095515,0.230769230414218,0,3,0,0.7071067811865476,0.7071067811865476,0.0,1.0,0,0,0,0,103.041,103.051,102.986,103.001,2025-12-08 03:00:00,52.98185686481671,0,0,0.001198686231973,-0.0031164383805725,0.0043151246125455,103.0777352786864,102.88666472131362,0.5983929716784242,0.0018553745926263,49.75609753670664,52.84552842950715,0.0,0.0,0,0,0,103.001,103.001,0
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0966628306843197,1.1277330246504735,0,0,0,0.0002524247337403,0.000456399300835,0.0006798954903504,0.0006215825102222,0.0007770988955482,0.0,0.0003517506168557,0.0003946172569675,0.0,0.0620714285714295,0.0,0.6723404252458195,0.0,0.0,0.6153846138067061,0.0769230767258382,0.307692306903353,1,3,0,0.7071067811865476,0.7071067811865476,0.0,1.0,0,0,0,0,103.003,103.03,102.991,103.027,2025-12-08 03:15:00,56.44319437402248,0,0,0.0046459275521328,-0.0015639651940314,0.0062098927461643,103.08222762760349,102.89017237239648,0.7124388623721747,0.0018648639837862,83.66013066427132,67.56150695003798,0.0,0.0,0,0,0,103.027,103.027,0
0,1,0,0,0,1,0,0.0,0.0,0,0,0.0,0.0,-0.1169451072030393,1.052505964828779,0,0,0,-6.794335465465373e-05,-0.0002038023699304,0.0002621537386036,0.000699382212379,0.000660501981506,0.0,0.0003474789263639,0.0003953266120579,0.0,0.0598571428571434,0.0,0.6425531912159204,0.0,0.0,0.1794871790270774,0.2564102557529156,0.5641025626559043,0,3,0,0.7071067811865476,0.7071067811865476,0.0,1.0,0,0,0,0,103.027,103.037,102.998,103.02,2025-12-08 03:30:00,55.26361507774528,0,0,0.0067354080445483,9.590945368449592e-05,0.0066394985908638,103.08534395679706,102.89385604320292,0.6587567557843835,0.0018592936917332,79.08496726856572,70.83373182318122,0.0,0.0,0,0,0,103.02,103.02,0
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-0.0684596575843828,1.0268948637681743,0,0,0,-2.912055911474809e-05,0.0001553382976864,0.0003592930666147,0.0006216428855885,0.000854958272207,0.0,0.0003488762708774,0.0003910561256228,0.0,0.0584285714285722,0.0,0.5756097558167561,0.0,0.0,0.0499999998752309,0.1999999994998579,0.7499999981249111,0,3,0,0.7071067811865476,0.7071067811865476,0.0,1.0,0,0,0,0,103.019,103.027,102.987,103.017,2025-12-08 03:45:00,54.7356638012806,0,0,0.0080563923842476,0.0016880060397971,0.0063683863444504,103.08603431854192,102.90196568145808,0.6249533885939772,0.0017871782539161,77.6315788962912,80.12555894304275,0.0,0.0,0,0,0,103.017,103.017,0
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-0.7894736828255129,1.7719298214529842,0,0,0,0.0003979925643342,0.0003008919991847,0.000164982870896,0.001428418730748,0.0005631067961164,0.0,0.000320101892807,0.0003705526083366,0.0,0.0570000000000001,0.0,0.7756097557192506,0.0,0.0,0.6440677955187414,0.1016949150816403,0.254237287704703,1,4,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,0,103.02,103.064,103.005,103.058,2025-12-08 04:00:00,60.31551466034173,0,0,0.0122701961559812,0.0038044440630339,0.0084657520929472,103.0932827894661,102.90051721053392,0.8169653018799359,0.0018715668037793,96.36363630524244,84.36006082336645,0.0,0.0,0,0,0,103.058,103.058,0
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-0.3296158606423972,1.3011152393785324,0,0,0,-0.0002522851209999,0.0001164822364589,0.0003009679517673,0.001234148000583,0.0,0.0,0.0003389645243503,0.0003693465682085,0.0,0.0576428571428572,0.0,0.6487804874883835,0.0,0.0,0.4561403500771129,0.0701754384732102,0.4736842096952908,0,4,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,0,103.058,103.062,103.005,103.032,2025-12-08 04:15:00,55.632065656402,0,0,0.0133577039981389,0.0057150960500549,0.007642607948084,103.0932827894661,102.90051721053392,0.6820864499056951,0.0018715668037793,80.60606055720964,84.8670919195811,0.0,0.0,0,0,0,103.032,103.032,0
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-0.2201834858345325,1.2477064197291916,0,0,0,-6.794005745780485e-05,7.765708572371466e-05,-1.941238704417092e-05,0.0006604699049119,-0.0006111283563555,0.0,0.000314811282585,0.0003466005793234,0.0,0.0545000000000003,0.0,0.6146341460416702,0.0,0.0,0.2592592582986889,0.6666666641975308,0.0740740738000765,0,4,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,0,103.032,103.05,103.023,103.025,2025-12-08 04:30:00,54.40716124167631,0,0,0.0134991109514288,0.0072718990303297,0.0062272119210991,103.08131080593988,102.90618919406012,0.678447420605112,0.0017003129984079,76.36363631736195,84.44444439327135,0.0,0.0,0,0,0,103.025,103.025,0
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-0.3643835609448408,1.438356161625089,0,0,0,6.794467362292167e-05,-0.0002522851209999,0.0001164822364589,0.0003786665113163,9.706664595898752e-05,0.0,0.0002988124525463,0.0003158417668041,0.0,0.0521428571428584,0.0,0.8060606055720965,0.0,0.0,0.279999998879568,0.5199999979200909,0.199999999200341,1,4,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,0,103.025,103.045,103.02,103.032,2025-12-08 04:45:00,55.46320201673976,0,0,0.0140144684111191,0.0086204129064876,0.0053940555046315,103.08260067688065,102.9058993231194,0.7136372988948998,0.0017156429000769,80.60606055720964,79.19191914392708,0.0,0.0,0,0,1,103.032,103.432,94
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-0.7410586537373329,1.8626609404753949,0,0,0,0.0001747030048917,0.0001747030048917,0.0003203354786103,0.0006797436395415,0.0002717866086854,0.0,0.0002955828685899,0.0003181068367863,0.0,0.0499285714285723,0.0,0.9151515145968993,0.0,0.0,0.4186046501893837,0.2093023250946918,0.372093022390343,1,5,0,0.9659258262890684,0.2588190451025207,0.0,1.0,0,0,0,0,103.032,103.059,103.016,103.05,2025-12-08 05:00:00,58.14769680338524,0,0,0.0156944268947967,0.0100352157041494,0.0056592111906472,103.08669833880968,102.90460166119033,0.7984678283574561,0.0017680035770378,91.51515145968992,82.82828277808717,0.0,0.0,0,0,1,103.05,103.45,93
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-1.425383539755022,2.5188284469646804,0,0,0,0.0003493449781659,0.0005920892987139,0.000271691668769,0.0004367193641365,0.0004852672852206,0.0,0.0002548700602857,0.0003259094944956,0.0,0.0512142857142866,0.0,0.9589743584825984,0.0,0.0,0.4675324669253113,0.1038961037611187,0.4285714280148687,1,5,0,0.9659258262890684,0.2588190451025207,0.0,1.0,0,0,0,0,103.05,103.094,103.017,103.086,2025-12-08 05:15:00,62.95682601220072,0,0,0.0197035746880374,0.011968887500927,0.0077346871871103,103.09632980283244,102.8999701971676,0.9473934422907664,0.0019064381803443,95.89743584825985,89.33954928838648,0.0,0.0,0,0,1,103.086,103.486,92
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-2.2126436737101494,3.339080453053737,0,0,0,0.0003589236171741,0.0008832207469524,0.0008832207469524,0.0011844545198589,0.0015442290509304,0.0,0.0002215234700119,0.0002857390612078,0.0,0.0497142857142865,0.0,0.965517240963158,0.0,0.0,0.822222220395167,0.1777777773826107,0.0,1,5,0,0.9659258262890684,0.2588190451025207,0.0,1.0,0,0,0,0,103.086,103.131,103.086,103.123,2025-12-08 05:30:00,67.13652045258706,0,0,0.0255716696863146,0.0146894439380045,0.01088222574831,103.11749668331072,102.89470331668925,1.024701438244124,0.0021629142994588,95.53072620361664,94.3144378371888,0.0,0.0,0,0,0,103.123,103.123,0
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-2.357039182438447,3.494920167064143,0,0,0,5.818294657844447e-05,0.0007666181465308,0.0010094637223974,0.0009900317392528,0.0016122296358886,0.0,0.0002169347149462,0.0002850547237653,0.0,0.0492142857142872,0.0,0.8455882349832369,0.0,0.0,0.0999999998001705,0.8399999983198408,0.0599999998799886,1,5,0,0.9659258262890684,0.2588190451025207,0.0,1.0,0,0,0,0,103.124,103.171,103.121,103.129,2025-12-08 05:45:00,67.77157299760317,0,0,0.030356397452067,0.017822834640817,0.01253356281125,103.13649814861309,102.89230185138692,0.9692945847452712,0.0023705064265399,80.82191777131419,90.75002660773022,0.0,0.0,0,0,0,103.129,103.129,0
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-1.7162534402165333,2.79614324529684,0,0,0,-0.0002618080268401,0.0001552102128321,0.0006794005745789,0.0007959619491362,0.0014959008431441,0.0,0.0002408532015349,0.000291026301546,0.0,0.0518571428571438,0.0,0.7463235291373767,0.0,0.0,0.3802816896052625,0.5633802808965517,0.0563380280897352,0,6,0,1.0,6.123233995736766e-17,0.0,1.0,0,0,0,0,103.129,103.169,103.098,103.102,2025-12-08 06:00:00,61.968423466407,0,0,0.0316053277819037,0.0205793332690343,0.0110259945128693,103.14597752865338,102.8982224713466,0.8224959392809899,0.0024048729088881,68.49315065365609,81.61526487619564,0.0,0.0,0,0,0,103.102,103.102,0
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-2.96265559592266,4.047026271554768,0,0,0,0.0006207445054411,0.0004169777838114,0.001125667151868,0.0014463632216041,0.0020689052285993,0.0,0.0002907624447455,0.0003154152037033,0.0,0.0516428571428591,0.0,0.9401408447393528,0.0,0.0,0.7558139526093803,0.1976744183748855,0.0465116278529434,1,6,0,1.0,6.123233995736766e-17,0.0,1.0,0,0,0,0,103.101,103.183,103.097,103.166,2025-12-08 06:15:00,68.79033644982407,0,0,0.0373290728804107,0.0239292811913096,0.013399791689101,103.1677398631672,102.8977601368328,0.9935555780791592,0.0026203292286618,91.37055832924852,80.22854225140627,0.0,0.0,0,0,0,103.166,103.166,0
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-2.201379306093585,3.2827586143504006,0,0,0,-0.0003780315220131,-1.93931871734776e-05,0.000397726170382,0.0006695258980378,0.0020989009921192,0.0,0.0003179044596489,0.0003129232553192,0.0,0.0517857142857169,0.0,0.802816901125732,0.0,0.0,0.6119402975942172,0.0,0.3880597009132456,0,6,0,1.0,6.123233995736766e-17,0.0,1.0,0,0,0,0,103.168,103.168,103.101,103.127,2025-12-08 06:30:00,61.54551669177784,0,0,0.0382769749048179,0.0267988199340113,0.0114781549708066,103.17192687117485,102.91517312882516,0.8250196049872268,0.0024917012500993,71.42857139212413,77.09742679167624,0.0,0.0,0,0,0,103.127,103.127,0
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-2.131687238704264,3.2071330528256543,0,0,0,-2.9090344914495248e-05,0.0002133809237452,9.697157763000064e-06,0.0008929264694463,0.0021281764734464,0.0,0.0003003493983017,0.0003121887632847,0.0,0.0520714285714315,0.0,0.7922535208477612,0.0,0.0,0.0930232555977202,0.441860464088758,0.4651162779879402,0,6,0,1.0,6.123233995736766e-17,0.0,1.0,0,0,0,0,103.128,103.147,103.104,103.124,2025-12-08 06:45:00,61.01320583055669,0,0,0.0383441121045109,0.0291078783681112,0.0092362337363996,103.16981284677604,102.93918715322398,0.8013541069489389,0.0022379002717207,69.89795914800713,77.56569628979327,0.0,0.0,0,0,0,103.124,103.124,0
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-1.4814814787378816,2.5185185138546355,0,0,0,-0.0003006089756021,-0.0007075974642808,-0.0003490773691202,0.0006600339723368,0.0013209398098235,0.0,0.0003221072492571,0.0003099858249392,0.0,0.054000000000003,0.0,0.6103896101253724,0.0,0.0,0.5151515143708391,0.3939393933426596,0.0909090907713498,0,7,0,0.9659258262890684,-0.2588190451025206,0.0,1.0,0,0,0,0,103.127,103.153,103.087,103.093,2025-12-08 07:00:00,55.65636360190497,0,0,0.0354868080631973,0.0303836643071284,0.0051031437560688,103.16813208664468,102.95446791335532,0.648363665499672,0.0020731756080055,54.08163262546967,65.13605438853364,0.0,0.0,0,0,0,103.093,103.093,0
0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,-2.3906856360321065,3.4049159058641902,0,0,0,0.000504398940762,0.0001745420694871,0.0004170627145931,0.0010967466418199,0.001475828454361,0.0,0.0003506964065029,0.0003192301843153,0.0,0.0552142857142884,0.0,0.8354978351361071,0.0,0.0,0.8947368405355494,0.0350877192368544,0.0701754384732102,1,7,0,0.9659258262890684,-0.2588190451025206,0.0,1.0,0,0,0,0,103.094,103.147,103.09,103.145,2025-12-08 07:15:00,61.72663358280999,0,0,0.0369919196198509,0.0317053153696729,0.0052866042501779,103.17689395694602,102.960906043054,0.8523345290181307,0.0020955682450478,78.65168534906732,67.54375904084804,0.0,0.0,0,0,0,103.145,103.145,0
