equity
0
40
80
120
110
100
90
80
120
160
150
140
180
220
260
250
290
330
370
410
450
490
530
570
610
650
690
730
770
810
800
840
830
870
910
950
990
1030
1020
1010
1000
1040
1080
1120
1160
1200
1240
1280
1320
1360
1400
1440
1480
1520
1560
1600
1640
1630
1620
1660
1700
1740
1780
1770
1810
1850
1890
1930
1970
2010
2050
2090
2130
2170
2210
2200
2240
2280
2320
2360
2400
2440
2480
2520
2560
2600
2640
2680
2720
2760
2800
2840
2880
2920
2960
3000
3040
3080
3120
3160
3200
3240
3280
3320
3310
3350
3390
3430
3470
3510
3550
3540
3580
3620
3610
3650
3690
3730
3770
3810
3850
3890
3930
3970
4010
4050
4090
4130
4170
4210
4200
4240
4280
4320
4360
4400
4440
4480
4520
4560
4600
4640
4680
4720
4760
4800
4840
4830
4870
4910
4950
4940
4980
5020
5060
5100
5140
5180
5220
5260
5300
5340
5380
5420
5460
5500
5540
5580
5620
5660
5700
5740
5780
5820
5860
5900
5940
5980
6020
6010
6000
6040
6080
6120
6160
6200
6190
6230
6220
6260
6300
6290
6330
6370
6410
6450
6490
6480
6470
6510
6550
6590
6580
6620
6660
6700
6740
6780
6820
6810
6850
6890
6880
6870
6910
6950
6990
7030
7070
7110
7150
7190
7230
7270
7310
7350
7390
7430
7470
7510
7550
7540
7580
7620
7660
7700
7740
7780
7770
7810
7850
7840
7880
7920
7960
8000
8040
8080
8120
8160
8200
8190
8230
8220
8260
8300
8290
8330
8370
8410
8450
8490
8530
8570
8610
8650
8690
8730
8770
8810
8850
8890
8930
8970
9010
9050
9090
9130
9170
9210
9250
9290
9280
9320
9360
9400
9440
9480
9520
9560
9600
9640
9680
9720
9760
9800
9840
9880
9870
9910
9950
9990
10030
10070
10110
10150
10190
10230
10270
10310
10350
10390
10430
10470
10510
10550
10590
10630
10670
10710
10750
10790
10830
10870
10910
10950
10990
11030
11070
11110
11150
11190
11230
11270
11310
11300
11340
11380
11420
11460
11500
11540
11580
11620
11660
11700
11740
11780
11820
11860
11900
11940
11980
12020
12060
12100
12140
12180
12220
12210
12200
12240
12280
12320
12360
12400
12440
12430
12470
12510
12550
12590
12630
12670
12710
12750
12790
12830
12870
12860
12900
12940
12980
13020
13060
13100
13090
13130
13170
13210
13250
13290
13330
13320
13310
13300
13290
13280
13270
13260
13250
13240
13230
13220
13210
13250
13240
13230
13220
13210
13200
13190
13180
13170
13160
13150
13140
13130
13120
13110
13100
13090
13080
13070
13060
13050
13040
13030
13020
13010
13000
12990
12980
12970
12960
12950
12940
12930
12920
12910
12900
12890
12880
12870
12860
12850
12840
12830
12820
12810
12800
12840
12830
12820
12810
12800
12790
12780
12820
12860
12900
12890
12880
12870
12860
12900
12890
12880
12920
12910
12900
12940
12930
12920
12960
13000
12990
12980
12970
12960
13000
12990
12980
12970
13010
13050
13090
13130
13170
13160
13200
13190
13180
13170
13160
13150
13140
13130
13120
13110
13100
13090
13080
13070
13060
13050
13040
13030
13020
13010
13050
13090
13130
13120
13110
13150
13190
13230
13270
13260
13300
13340
13380
13370
13360
13400
13440
13430
13420
13410
13400
13390
13380
13370
13360
13350
13340
13330
13320
13310
13300
13290
13280
13270
13260
13250
13240
13230
13220
13210
13200
13190
13180
13170
13160
13150
13140
13130
13120
13160
13150
13140
13130
13120
13110
13100
13090
13080
13070
13060
13050
13040
13030
13020
13010
13050
13040
13030
13020
13010
13000
12990
12980
12970
12960
12950
12940
12930
12970
12960
12950
12940
12980
13020
13060
13100
13140
13180
13220
13260
13300
13290
13280
13270
13260
13250
13240
13230
13220
13210
13200
13190
13180
13170
13160
13150
13140
13130
13120
13110
13100
13090
13080
13070
13060
13050
13040
13030
13020
13010
13000
12990
12980
12970
12960
12950
12940
12930
12920
12910
12900
12890
12880
12870
12860
12850
12840
12830
12820
12810
12800
12840
12830
12820
12810
12800
12840
12830
12820
12810
12850
12890
12880
12870
12860
12850
12840
12830
12820
12810
12800
12790
12830
12820
12810
12800
12790
12780
12770
12810
12850
12890
12880
12870
12860
12900
12940
12980
13020
13060
13050
13040
13030
13020
13010
13000
12990
12980
12970
12960
12950
12940
12930
12920
12910
12900
12890
12880
12870
12860
12850
12840
12880
12870
12860
12850
12840
12830
12820
12810
12800
12790
12780
12770
12760
12750
12740
12730
12720
12710
12700
12690
12680
12670
12660
12650
12640
12630
12620
12610
12600
12590
12580
12570
12560
12550
12590
12580
12570
12560
12550
12540
12530
12520
12560
12600
12640
12680
12720
12710
12700
12690
12680
