entry_time,exit_time,signal,entry_price,exit_price,pnl_pips,confidence
2025-11-13 14:00:00,2025-11-14 05:45:00,BUY,0.88179,0.88579,40,0.97503215
2025-11-13 14:15:00,2025-11-14 07:15:00,BUY,0.88218,0.88618,40,0.9480839
2025-11-13 14:45:00,2025-11-14 07:15:00,BUY,0.88209,0.88609,40,0.9778821
2025-11-13 15:00:00,2025-11-14 07:15:00,BUY,0.88209,0.88609,40,0.9743531
2025-11-13 15:15:00,2025-11-14 07:15:00,BUY,0.88192,0.88592,40,0.97770166
2025-11-13 15:30:00,2025-11-14 07:15:00,BUY,0.88219,0.88619,40,0.98342556
2025-11-13 15:45:00,2025-11-14 05:45:00,BUY,0.88181,0.88581,40,0.98250026
2025-11-13 16:00:00,2025-11-14 07:15:00,BUY,0.88232,0.88632,40,0.98630315
2025-11-13 16:15:00,2025-11-14 07:15:00,BUY,0.88218,0.88618,40,0.9829244
2025-11-13 16:30:00,2025-11-14 07:15:00,BUY,0.88202,0.88602,40,0.98602235
2025-11-13 16:45:00,2025-11-14 04:30:00,BUY,0.88162,0.88562,40,0.9822453
2025-11-13 17:00:00,2025-11-14 07:15:00,BUY,0.88197,0.88597,40,0.984577
2025-11-13 17:15:00,2025-11-14 07:15:00,BUY,0.88192,0.88592,40,0.9853666
2025-11-13 17:30:00,2025-11-14 07:15:00,BUY,0.88199,0.88599,40,0.9847402
2025-11-13 17:45:00,2025-11-14 05:45:00,BUY,0.88182,0.88582,40,0.9832697
2025-11-13 18:00:00,2025-11-14 04:30:00,BUY,0.8816,0.8856,40,0.986166
2025-11-13 18:15:00,2025-11-14 07:15:00,BUY,0.8819,0.8859,40,0.98498905
2025-11-13 18:30:00,2025-11-14 07:15:00,BUY,0.88205,0.88605,40,0.98629886
2025-11-13 18:45:00,2025-11-14 07:15:00,BUY,0.88188,0.88588,40,0.98496336
2025-11-13 19:00:00,2025-11-14 07:15:00,BUY,0.88224,0.88624,40,0.9543297
2025-11-13 19:15:00,2025-11-14 07:15:00,BUY,0.88189,0.88589,40,0.9844291
2025-11-13 19:30:00,2025-11-14 07:15:00,BUY,0.88207,0.88607,40,0.98589873
2025-11-13 19:45:00,2025-11-14 07:15:00,BUY,0.88208,0.88608,40,0.9849567
2025-11-13 20:00:00,2025-11-14 07:15:00,BUY,0.88206,0.88606,40,0.9794302
2025-11-13 20:15:00,2025-11-14 07:15:00,BUY,0.88211,0.88611,40,0.98291636
2025-11-13 20:30:00,2025-11-14 07:15:00,BUY,0.88218,0.88618,40,0.97670597
2025-11-13 20:45:00,2025-11-14 07:15:00,BUY,0.88219,0.88619,40,0.9565522
2025-11-13 21:00:00,2025-11-14 07:15:00,BUY,0.88203,0.88603,40,0.9614324
2025-11-13 21:15:00,2025-11-14 07:15:00,BUY,0.88203,0.88603,40,0.97277653
2025-11-13 21:30:00,2025-11-14 07:15:00,BUY,0.88208,0.88608,40,0.9661758
2025-11-13 21:45:00,2025-11-14 05:45:00,BUY,0.88184,0.88584,40,0.9690785
2025-11-13 22:00:00,2025-11-14 05:45:00,BUY,0.8818,0.8858,40,0.95453846
2025-11-13 22:15:00,2025-11-14 04:45:00,BUY,0.88171,0.88571,40,0.9449984
2025-11-13 22:30:00,2025-11-14 07:15:00,BUY,0.88188,0.88588,40,0.83894086
2025-11-14 04:00:00,2025-11-14 07:15:00,SELL,0.88529,0.88629,-10,0.6828764
2025-11-14 04:15:00,2025-11-14 08:30:00,SELL,0.88559,0.88159,40,0.95134026
2025-11-14 04:30:00,2025-11-14 08:30:00,SELL,0.88558,0.88158,40,0.9646963
2025-11-14 04:45:00,2025-11-14 08:30:00,SELL,0.88565,0.88165,40,0.97839123
2025-11-14 05:00:00,2025-11-14 08:30:00,SELL,0.88556,0.88156,40,0.9765965
2025-11-14 05:15:00,2025-11-14 08:30:00,SELL,0.88548,0.88148,40,0.9651188
2025-11-14 05:30:00,2025-11-14 08:30:00,SELL,0.88557,0.88157,40,0.9704663
2025-11-14 05:45:00,2025-11-14 08:30:00,SELL,0.88582,0.88182,40,0.97176784
2025-11-14 07:15:00,2025-11-14 08:30:00,SELL,0.88635,0.88235,40,0.97379714
2025-11-14 08:00:00,2025-11-14 08:30:00,SELL,0.88577,0.8817699999999999,40,0.8820474
2025-11-14 08:15:00,2025-11-14 08:30:00,SELL,0.88591,0.88191,40,0.96254647
2025-11-14 11:30:00,2025-11-17 12:00:00,SELL,0.88411,0.88011,40,0.41419277
2025-11-14 11:45:00,2025-11-17 11:45:00,SELL,0.88432,0.88032,40,0.4788518
2025-11-14 12:00:00,2025-11-17 11:45:00,SELL,0.8842,0.8802,40,0.95628965
2025-11-14 12:15:00,2025-11-17 11:45:00,SELL,0.88433,0.88033,40,0.9789119
2025-11-14 12:30:00,2025-11-17 12:00:00,SELL,0.88399,0.87999,40,0.96415627
2025-11-14 12:45:00,2025-11-17 12:00:00,SELL,0.88405,0.88005,40,0.9732501
2025-11-14 13:00:00,2025-11-17 09:15:00,SELL,0.88451,0.88051,40,0.97487485
2025-11-14 13:15:00,2025-11-17 09:15:00,SELL,0.88462,0.88062,40,0.9411784
2025-11-14 13:30:00,2025-11-17 11:45:00,SELL,0.88428,0.88028,40,0.972843
2025-11-14 13:45:00,2025-11-17 12:15:00,SELL,0.88379,0.87979,40,0.9654097
2025-11-14 14:00:00,2025-11-17 12:00:00,SELL,0.88403,0.88003,40,0.9525869
2025-11-14 14:15:00,2025-11-14 15:15:00,SELL,0.88339,0.88439,-10,0.44764906
2025-11-14 15:00:00,2025-11-17 12:15:00,SELL,0.88383,0.87983,40,0.935058
2025-11-14 15:15:00,2025-11-17 12:15:00,SELL,0.88389,0.87989,40,0.93338674
2025-11-14 15:30:00,2025-11-17 11:45:00,SELL,0.88431,0.88031,40,0.9592936
2025-11-14 15:45:00,2025-11-17 12:15:00,SELL,0.88378,0.87978,40,0.864421
2025-11-19 21:45:00,2025-11-20 14:45:00,SELL,0.88351,0.87951,40,0.6553426
2025-11-19 23:00:00,2025-11-20 14:45:00,SELL,0.88363,0.87963,40,0.7400185
2025-11-19 23:15:00,2025-11-20 14:45:00,SELL,0.88351,0.87951,40,0.6390336
2025-11-20 17:45:00,2025-11-21 16:45:00,SELL,0.88214,0.87814,40,0.87532455
2025-11-20 18:30:00,2025-11-21 16:45:00,SELL,0.88205,0.87805,40,0.92131925
2025-11-20 18:45:00,2025-11-21 16:30:00,SELL,0.88224,0.87824,40,0.9055678
2025-11-20 19:00:00,2025-11-21 07:00:00,SELL,0.88201,0.88301,-10,0.45762324
2025-11-21 07:00:00,2025-11-21 16:45:00,SELL,0.88214,0.87814,40,0.94036573
2025-11-21 07:30:00,2025-11-21 16:45:00,SELL,0.88214,0.87814,40,0.95524955
2025-11-21 07:45:00,2025-11-21 16:30:00,SELL,0.88221,0.87821,40,0.9099887
2025-11-21 09:30:00,2025-11-21 16:30:00,SELL,0.88217,0.87817,40,0.93680793
2025-11-21 09:45:00,2025-11-21 16:30:00,SELL,0.88231,0.87831,40,0.95838165
2025-11-21 10:00:00,2025-11-21 16:45:00,SELL,0.88216,0.87816,40,0.9581532
2025-11-21 10:15:00,2025-11-21 16:30:00,SELL,0.8822,0.8782,40,0.956289
2025-11-21 10:30:00,2025-11-21 16:45:00,SELL,0.88204,0.87804,40,0.9577403
2025-11-21 11:15:00,2025-11-21 16:45:00,SELL,0.88205,0.87805,40,0.92416024
2025-11-25 15:45:00,2025-11-26 12:00:00,BUY,0.87742,0.88142,40,0.89281857
2025-11-25 16:00:00,2025-11-26 12:00:00,BUY,0.87744,0.88144,40,0.9574843
2025-11-25 16:15:00,2025-11-26 12:00:00,BUY,0.87732,0.88132,40,0.972831
